fips,pop25,no_hs,some_hs,hs,some_college,associates,bachelors,graduate,county,state
47139,12198,946,1456,4772,2643,1037,753,591,Polk,Tennessee
47141,49030,3461,3399,18133,8861,2703,7602,4871,Putnam,Tennessee
47143,22054,1770,3015,8192,4253,1475,2178,1171,Rhea,Tennessee
47145,38937,1492,3116,14447,8566,3737,4571,3008,Roane,Tennessee
47147,46897,2106,3750,18263,10178,3888,5970,2742,Robertson,Tennessee
47149,191804,5646,11174,54236,44038,15371,42679,18660,Rutherford,Tennessee
47151,14883,1253,1907,6699,2672,960,795,597,Scott,Tennessee
47153,10507,732,1107,4114,2095,928,959,572,Sequatchie,Tennessee
47155,68380,4092,6910,24905,15477,5282,7612,4102,Sevier,Tennessee
47157,609836,24797,47260,167979,141456,38624,114621,75099,Shelby,Tennessee
47159,13445,929,1068,6304,2435,1046,985,678,Smith,Tennessee
47161,9525,381,989,4044,1946,750,874,541,Stewart,Tennessee
47163,113841,5597,9705,39550,23603,9452,16028,9906,Sullivan,Tennessee
47165,122537,4429,7886,38135,29035,10032,22471,10549,Sumner,Tennessee
47167,40804,1631,3725,15694,9872,3073,4172,2637,Tipton,Tennessee
47169,6585,475,832,2291,1520,359,721,387,Trousdale,Tennessee
47171,13175,863,1168,5332,2741,1118,1389,564,Unicoi,Tennessee
47173,13615,1495,1741,6263,2180,774,704,458,Union,Tennessee
47175,4247,460,395,2115,708,206,217,146,Van Buren,Tennessee
47177,27721,2150,3644,11915,4668,1465,2355,1524,Warren,Tennessee
47179,86775,3456,6405,24962,18101,5776,16726,11349,Washington,Tennessee
47181,12196,958,1519,5417,2333,606,757,606,Wayne,Tennessee
47183,21485,1328,2040,8156,4356,976,2971,1658,Weakley,Tennessee
47185,18661,1473,1857,8103,3848,855,1618,907,White,Tennessee
47187,141690,2615,3671,19139,23210,9444,52684,30927,Williamson,Tennessee
47189,90948,2687,5326,27216,20319,7543,19291,8566,Wilson,Tennessee
48001,42009,2707,5644,15224,10696,2807,3189,1742,Anderson,Texas
48003,10610,1431,1264,3898,2161,753,705,398,Andrews,Texas
48005,57243,5085,5741,18265,14230,4578,6455,2889,Angelina,Texas
48007,18136,943,1799,5392,4764,1302,2391,1545,Aransas,Texas
48009,6181,224,334,2057,1655,462,1045,404,Archer,Texas
48011,1413,62,102,345,431,145,228,100,Armstrong,Texas
48013,30916,3505,3527,12335,5923,1516,2875,1235,Atascosa,Texas
48015,20134,1699,1703,5906,4585,1501,3378,1362,Austin,Texas
48017,4407,579,563,1553,731,201,621,159,Bailey,Texas
48019,16678,564,1217,5301,4194,1432,2662,1308,Bandera,Texas
48021,54428,5345,4989,15984,13696,3331,7622,3461,Bastrop,Texas
48023,2529,98,192,822,688,231,383,115,Baylor,Texas
48025,22241,2432,3419,7751,4982,1398,1376,883,Bee,Texas
48027,206845,8130,11374,53563,60328,22680,33194,17576,Bell,Texas
48029,1224170,92133,105737,308714,281560,98278,214830,122918,Bexar,Texas
48031,8463,345,446,2433,2181,761,1411,886,Blanco,Texas
48033,463,2,30,121,117,31,107,55,Borden,Texas
48035,12989,740,1201,4638,2985,1022,1676,727,Bosque,Texas
48037,63489,2340,5175,22063,16697,4588,8599,4027,Bowie,Texas
48039,230216,12831,15474,58155,56232,19085,43898,24541,Brazoria,Texas
48041,115287,7633,7755,22639,22280,7901,25082,21997,Brazos,Texas
48043,6732,412,580,1370,1499,219,1696,956,Brewster,Texas
48045,1096,67,81,366,275,58,182,67,Briscoe,Texas
48047,4143,627,613,1139,956,77,479,252,Brooks,Texas
48049,25722,1533,2031,9180,6090,1916,3618,1354,Brown,Texas
48051,12396,762,1406,4864,2557,687,1480,640,Burleson,Texas
48053,32115,1550,2263,9992,7764,2474,5482,2590,Burnet,Texas
48055,26495,2586,3041,9883,5621,1450,2657,1257,Caldwell,Texas
48057,14475,1287,1501,4819,3547,1152,1463,706,Calhoun,Texas
48059,9637,365,774,3659,2410,590,1367,472,Callahan,Texas
48061,245532,48015,32550,63733,41565,17258,29858,12553,Cameron,Texas
48063,8345,593,697,2981,1957,567,1096,454,Camp,Texas
48065,4032,67,191,1160,955,434,761,464,Carson,Texas
48067,21139,740,2327,9155,3931,1527,2340,1119,Cass,Texas
48069,4717,831,403,1518,1067,198,434,266,Castro,Texas
48071,25562,1486,1764,7445,7268,2110,3739,1750,Chambers,Texas
48073,33820,3125,3864,10640,8001,2482,3780,1928,Cherokee,Texas
48075,4958,279,518,1929,1073,301,682,176,Childress,Texas
48077,7494,287,416,2958,1822,618,1005,388,Clay,Texas
48079,1868,395,208,577,419,115,106,48,Cochran,Texas
48081,2467,173,223,867,604,178,263,159,Coke,Texas
48083,6141,416,699,2094,1601,374,638,319,Coleman,Texas
48085,616730,20816,18315,91405,121199,45997,203802,115196,Collin,Texas
48087,2003,224,255,613,420,122,277,92,Collingsworth,Texas
48089,14336,1313,1338,5218,2662,1132,1956,717,Colorado,Texas
48091,93869,3230,3872,24400,22381,6869,21678,11439,Comal,Texas
48093,9440,1018,512,3419,2086,539,1346,520,Comanche,Texas
48095,2990,710,423,841,579,80,244,113,Concho,Texas
48097,26634,1416,2267,8382,6922,2176,3748,1723,Cooke,Texas
48099,47257,2266,3343,13217,15831,5198,5339,2063,Coryell,Texas
48101,1033,84,138,340,265,48,105,53,Cottle,Texas
48103,2886,359,309,885,730,244,261,98,Crane,Texas
48105,2399,90,418,822,552,179,253,85,Crockett,Texas
48107,3753,407,488,1348,822,208,370,110,Crosby,Texas
48109,1581,328,189,598,251,73,113,29,Culberson,Texas
48111,4379,680,668,1161,1156,117,448,149,Dallam,Texas
48113,1648710,187087,164354,372587,323718,94410,322294,184260,Dallas,Texas
48115,8277,1063,1193,3029,1660,295,793,244,Dawson,Texas
48117,11100,1809,1185,3797,2324,635,1008,342,Deaf Smith,Texas
48119,3565,169,344,1208,841,244,482,277,Delta,Texas
48121,526185,18773,20837,95181,117536,39855,157893,76110,Denton,Texas
48123,14552,1224,1543,5705,3328,890,1340,522,DeWitt,Texas
48125,1603,74,222,548,402,90,160,107,Dickens,Texas
48127,6534,1640,497,2170,1042,261,667,257,Dimmit,Texas
48129,2257,99,167,720,676,149,317,129,Donley,Texas
48131,7254,1170,1216,2254,1511,431,407,265,Duval,Texas
48133,12553,673,1380,4451,3377,999,1008,665,Eastland,Texas
48135,93728,8501,13941,28230,22505,5947,10624,3980,Ector,Texas
48137,1495,270,93,434,245,142,278,33,Edwards,Texas
48139,108071,7076,8419,30531,28112,8937,17562,7434,Ellis,Texas
48141,508397,69362,44914,121278,117636,39463,78024,37720,El Paso,Texas
48143,23659,1390,1899,5548,6259,1536,4630,2397,Erath,Texas
48145,12035,1124,1639,4562,2343,814,1252,301,Falls,Texas
48147,24052,1209,2406,8622,6154,1635,2635,1391,Fannin,Texas
48149,18026,1634,1212,7265,3494,1159,2431,831,Fayette,Texas
48151,2718,212,171,932,638,270,391,104,Fisher,Texas
48153,3823,577,437,1067,855,278,465,144,Floyd,Texas
48155,1047,95,141,300,248,93,134,36,Foard,Texas
48157,472198,23301,22913,83705,91474,32898,133723,84184,Fort Bend,Texas
48159,7260,475,345,2175,2103,447,1265,450,Franklin,Texas
48161,13854,957,1514,4549,3550,1477,1342,465,Freestone,Texas
48163,12088,2141,1894,4319,2031,838,656,209,Frio,Texas
48165,11142,3109,1217,3272,1581,584,1012,367,Gaines,Texas
48167,218621,9788,15982,55710,51489,19960,43315,22377,Galveston,Texas
48169,4597,1077,699,1281,797,104,454,185,Garza,Texas
48171,19255,1029,1018,5896,3814,990,4780,1728,Gillespie,Texas
48173,876,184,69,183,168,69,140,63,Glasscock,Texas
48175,5257,415,235,1614,1560,508,645,280,Goliad,Texas
48177,13288,1603,1597,5503,2347,602,1197,439,Gonzales,Texas
48179,15109,1134,1873,4883,3949,1254,1541,475,Gray,Texas
48181,86890,3435,6501,26822,23892,8450,12152,5638,Grayson,Texas
48183,79588,5033,7836,22830,21138,6229,11393,5129,Gregg,Texas
48185,18973,1547,2325,6745,4641,942,1734,1039,Grimes,Texas
48187,101274,4582,6917,31336,21731,8817,17930,9961,Guadalupe,Texas
48189,20893,2552,2424,7081,4354,1028,2412,1042,Hale,Texas
48191,2084,248,255,600,574,108,204,95,Hall,Texas
48193,5925,434,661,2000,1105,437,903,385,Hamilton,Texas
48195,3377,613,439,942,777,122,349,135,Hansford,Texas
48197,2722,200,371,952,630,173,282,114,Hardeman,Texas
48199,37792,1238,3350,14891,9095,3453,4079,1686,Hardin,Texas
48201,2923369,311908,245169,678269,592818,189478,577860,327867,Harris,Texas
48203,43759,2111,4480,15027,10655,3126,5809,2551,Harrison,Texas
48205,4335,322,474,1663,991,141,553,191,Hartley,Texas
48207,4118,616,529,1421,797,203,378,174,Haskell,Texas
48209,121585,5642,7131,27163,28696,7435,29871,15647,Hays,Texas
48211,2440,260,241,715,589,122,397,116,Hemphill,Texas
48213,56575,3543,5774,19091,14081,3780,6846,3460,Henderson,Texas
48215,473253,103740,64291,109847,86046,22457,61689,25183,Hidalgo,Texas
48217,24146,1637,2620,8357,5369,2031,2853,1279,Hill,Texas
48219,14354,1717,1730,3818,3487,1595,1382,625,Hockley,Texas
48221,41014,1817,2540,12296,11032,2631,7135,3563,Hood,Texas
48223,24295,1713,2243,8800,5615,1475,3033,1416,Hopkins,Texas
48225,16692,1021,2274,6157,3665,1215,1779,581,Houston,Texas
48227,24970,2139,3061,8382,6703,1615,2178,892,Howard,Texas
48229,2740,730,533,842,321,126,172,16,Hudspeth,Texas
48231,60942,3030,6108,21259,14624,4129,7596,4196,Hunt,Texas
48233,14141,507,1545,4728,4165,1249,1378,569,Hutchinson,Texas
48235,1007,32,41,362,327,75,120,50,Irion,Texas
48237,6073,471,737,2406,1287,406,507,259,Jack,Texas
48239,9840,686,965,3243,2705,654,1176,411,Jackson,Texas
48241,23947,1159,2527,10681,5115,1500,1789,1176,Jasper,Texas
48243,1706,64,190,387,388,79,273,325,Jeff Davis,Texas
48245,169331,12401,14657,55151,41050,12912,22559,10601,Jefferson,Texas
48247,3148,396,416,1183,621,145,272,115,Jim Hogg,Texas
48249,25753,2655,3888,9449,4844,1651,2550,716,Jim Wells,Texas
48251,106651,6319,9904,36008,27131,7744,13928,5617,Johnson,Texas
48253,14715,818,2363,5923,3364,558,1328,361,Jones,Texas
48255,10480,1188,1310,3840,2017,614,1164,347,Karnes,Texas
48257,76279,3949,6601,25276,18463,6191,10351,5448,Kaufman,Texas
48259,28749,1074,911,6088,6632,2276,8021,3747,Kendall,Texas
48261,413,137,137,87,17,7,13,15,Kenedy,Texas
48263,556,29,75,182,117,22,69,62,Kent,Texas
48265,37151,1731,2548,10207,10463,2706,6161,3335,Kerr,Texas
48267,3240,236,273,1008,858,150,403,312,Kimble,Texas
48269,159,8,15,60,39,8,17,12,King,Texas
48271,2747,369,362,979,655,117,224,41,Kinney,Texas
48273,17263,1560,2038,4350,3961,1067,2997,1290,Kleberg,Texas
48275,2377,234,230,771,536,139,326,141,Knox,Texas
48277,33676,1682,3519,11329,8550,2680,4199,1717,Lamar,Texas
48279,8351,1170,997,2720,1666,467,950,381,Lamb,Texas
48281,14416,532,830,4052,4043,2078,1933,948,Lampasas,Texas
48283,5059,710,896,2150,522,117,464,200,La Salle,Texas
48285,13732,911,1111,5654,2710,1052,1756,538,Lavaca,Texas
48287,11572,843,1022,4253,2840,778,1281,555,Lee,Texas
48289,12025,733,1384,4664,2371,906,1430,537,Leon,Texas
48291,53387,5140,6931,20993,12564,2703,3588,1468,Liberty,Texas
48293,16099,1315,1725,5611,4154,1034,1609,651,Limestone,Texas
48295,2275,177,229,757,467,202,330,113,Lipscomb,Texas
48297,8787,795,1033,3028,2247,528,744,412,Live Oak,Texas
48299,16562,775,1546,4295,4431,1264,3045,1206,Llano,Texas
48301,75,0,17,15,29,14,0,0,Loving,Texas
48303,177457,10652,14575,46606,42786,11281,32380,19177,Lubbock,Texas
48305,3805,387,522,1126,906,171,524,169,Lynn,Texas
48307,5715,433,706,1741,1511,238,761,325,McCulloch,Texas
48309,150034,9370,14205,41380,34621,14966,22940,12552,McLennan,Texas
48311,464,14,31,200,96,15,42,66,McMullen,Texas
48313,9689,856,1083,3754,2220,455,972,349,Madison,Texas
48315,7573,280,970,3083,1647,467,806,320,Marion,Texas
48317,3290,290,465,1023,668,174,477,193,Martin,Texas
48319,2976,220,132,974,891,164,427,168,Mason,Texas
48321,24144,2959,2291,7643,5383,1840,2881,1147,Matagorda,Texas
48323,32606,8602,4543,7141,6130,2109,3019,1062,Maverick,Texas
48325,32962,2480,3121,10189,8125,2520,4237,2290,Medina,Texas
48327,1716,194,121,603,403,90,175,130,Menard,Texas
48329,102481,6571,9991,26517,23129,8224,20081,7968,Midland,Texas
48331,16546,1118,1824,6320,3565,1434,1695,590,Milam,Texas
48333,3411,413,253,1038,785,302,448,172,Mills,Texas
48335,5769,517,708,2152,1305,406,566,115,Mitchell,Texas
48337,13546,732,1234,5083,3388,1013,1359,737,Montague,Texas
48339,360769,19088,26509,80427,82672,27019,82710,42344,Montgomery,Texas
48341,12516,2833,1338,2916,2699,938,1208,584,Moore,Texas
48343,8673,372,637,3536,2446,340,856,486,Morris,Texas
48345,791,19,90,238,262,50,109,23,Motley,Texas
48347,37475,2544,3730,10944,8511,2569,5784,3393,Nacogdoches,Texas
48349,31679,3279,3600,9315,7487,2884,3270,1844,Navarro,Texas
48351,9708,530,1052,4050,2660,555,686,175,Newton,Texas
48353,9613,817,1004,3178,2368,759,1101,386,Nolan,Texas
48355,234039,17789,23425,67576,56141,18705,32467,17936,Nueces,Texas
48357,6174,774,753,1940,1349,422,730,206,Ochiltree,Texas
48359,1150,45,120,384,251,91,196,63,Oldham,Texas
48361,56063,1586,4980,21728,14211,5002,6604,1952,Orange,Texas
48363,19305,1163,1936,6953,4780,1286,2263,924,Palo Pinto,Texas
48365,15785,822,1758,5285,4407,1069,1661,783,Panola,Texas
48367,87084,3573,5962,25111,21585,7551,16074,7228,Parker,Texas
48369,6048,1162,606,1893,1068,250,831,238,Parmer,Texas
48371,10580,1826,1399,3858,2039,426,624,408,Pecos,Texas
48373,34334,2290,4510,12601,7917,2217,3520,1279,Polk,Texas
48375,76310,8012,9212,24126,18102,5568,7736,3554,Potter,Texas
48377,4602,1821,370,881,510,97,609,314,Presidio,Texas
48379,8473,525,764,3545,2107,539,667,326,Rains,Texas
48381,86951,2007,5065,19061,24416,8569,18962,8871,Randall,Texas
48383,2283,224,238,878,618,83,174,68,Reagan,Texas
48385,2440,198,176,687,686,190,357,146,Real,Texas
48387,8804,475,894,3539,2152,637,851,256,Red River,Texas
48389,10073,1854,1786,2779,2073,495,787,299,Reeves,Texas
48391,4900,398,549,1799,1101,475,415,163,Refugio,Texas
48393,567,5,46,157,162,48,112,37,Roberts,Texas
48395,11401,711,1132,4179,3027,513,1294,545,Robertson,Texas
48397,60582,2171,2590,11864,14306,5248,15909,8494,Rockwall,Texas
48399,6968,776,721,2435,1367,395,1034,240,Runnels,Texas
48401,36574,2724,4536,11522,9436,3046,3602,1708,Rusk,Texas
48403,7994,301,796,3117,2057,447,783,493,Sabine,Texas
48405,6124,458,717,2390,1386,357,489,327,San Augustine,Texas
48407,19779,1262,1916,9787,3831,823,1422,738,San Jacinto,Texas
48409,42736,3781,4960,13974,10523,3130,4364,2004,San Patricio,Texas
48411,4239,540,552,1433,964,140,451,159,San Saba,Texas
48413,2001,267,163,481,629,131,257,73,Schleicher,Texas
48415,11238,1171,1320,3629,2674,587,1177,680,Scurry,Texas
48417,2245,129,217,507,734,98,385,175,Shackelford,Texas
48419,16320,1755,2317,5444,3572,866,1783,583,Shelby,Texas
48421,2092,331,160,581,528,79,320,93,Sherman,Texas
48423,146551,9181,12475,35529,37927,13590,25489,12360,Smith,Texas
48425,5972,128,599,2060,1429,326,1074,356,Somervell,Texas
48427,35345,10404,6744,8830,4468,1241,2569,1089,Starr,Texas
48429,6422,421,1052,1916,1524,441,712,356,Stephens,Texas
48431,782,52,58,359,160,29,71,53,Sterling,Texas
48433,989,32,73,431,285,33,96,39,Stonewall,Texas
48435,2659,402,256,796,576,159,372,98,Sutton,Texas
48437,5059,495,860,1605,1190,262,482,165,Swisher,Texas
48439,1290366,87353,98243,309229,291433,98132,271552,134424,Tarrant,Texas
48441,83059,4012,5657,25030,21282,6712,13445,6921,Taylor,Texas
48443,717,92,41,208,258,8,68,42,Terrell,Texas
48445,8029,1422,1114,2541,1724,265,664,299,Terry,Texas
48447,1126,75,91,415,261,70,165,49,Throckmorton,Texas
48449,19884,2577,2241,6500,3967,1439,2322,838,Titus,Texas
48451,75126,4538,6230,22881,17842,5473,12479,5683,Tom Green,Texas
48453,819773,48185,41113,137546,148677,45923,252655,145674,Travis,Texas
48455,10680,645,1127,4005,2734,804,1005,360,Trinity,Texas
48457,15121,575,1786,6681,3549,641,1406,483,Tyler,Texas
48459,27588,1468,2853,9400,6949,2223,3316,1379,Upshur,Texas
48461,2311,263,240,927,555,98,146,82,Upton,Texas
48463,16824,2501,2150,4519,3476,1528,1973,677,Uvalde,Texas
48465,29364,5976,3356,6981,5826,1765,3768,1692,Val Verde,Texas
48467,37568,2212,3969,12502,9331,3141,4693,1720,Van Zandt,Texas
48469,59826,4225,5820,18165,14382,5209,8301,3724,Victoria,Texas
48471,46214,2965,3899,17830,9569,2416,6674,2861,Walker,Texas
48473,27604,2636,2656,8945,6348,1533,3749,1737,Waller,Texas
48475,7234,828,710,2549,1884,279,695,289,Ward,Texas
48477,23187,1461,1841,7554,4957,1584,3767,2023,Washington,Texas
48479,149553,27935,21000,39427,24035,9607,19504,8045,Webb,Texas
48481,26922,2838,2991,7955,6374,2159,2884,1721,Wharton,Texas
48483,3712,263,431,1109,976,317,473,143,Wheeler,Texas
48485,84203,4308,7074,26643,19979,6835,13226,6138,Wichita,Texas
48487,8922,846,1068,3004,1921,646,1105,332,Wilbarger,Texas
48489,13600,2899,1738,4964,2103,525,1035,336,Willacy,Texas
48491,346522,10851,12584,70838,79994,29687,94573,47995,Williamson,Texas
48493,32427,1945,2410,11631,7338,2450,4342,2311,Wilson,Texas
48495,4547,802,698,1268,1083,263,306,127,Winkler,Texas
48497,43243,2427,4028,14612,11160,3469,5650,1897,Wise,Texas
48499,31947,1813,3039,10919,8727,2203,3715,1531,Wood,Texas
48501,5010,1040,555,1445,800,353,598,219,Yoakum,Texas
48503,12441,594,1425,4371,3142,471,1719,719,Young,Texas
48505,8059,2069,1157,2378,1282,338,591,244,Zapata,Texas
48507,7149,1418,1301,2240,1181,395,401,213,Zavala,Texas
49001,3811,67,302,1338,1005,320,609,170,Beaver,Utah
49003,31183,512,1603,9631,9018,3140,5276,2003,Box Elder,Utah
49005,61442,1995,2232,12485,16496,5026,15528,7680,Cache,Utah
49007,12987,299,890,3532,4117,2025,1463,661,Carbon,Utah
49009,418,8,8,173,136,41,38,14,Daggett,Utah
49011,197451,2409,6499,41251,52170,21078,50710,23334,Davis,Utah
49013,11729,218,1203,4294,3278,1045,1199,492,Duchesne,Utah
49015,6327,81,308,2142,1919,949,689,239,Emery,Utah
49017,3428,52,222,1219,744,353,625,213,Garfield,Utah
49019,6725,163,455,1911,1668,667,1171,690,Grand,Utah
49021,27707,525,1472,6981,8494,2162,5312,2761,Iron,Utah
49023,6135,142,335,2287,1598,726,667,380,Juab,Utah
49025,5117,63,305,1229,1666,455,805,594,Kane,Utah
49027,7766,271,610,2408,1955,781,1308,433,Millard,Utah
49029,6353,68,85,1127,1759,806,1545,963,Morgan,Utah
49031,1364,7,172,587,297,43,201,57,Piute,Utah
49033,1348,0,19,413,445,142,211,118,Rich,Utah
49035,702004,24855,42345,159716,169833,63082,154002,88171,Salt Lake,Utah
49037,8882,713,727,2715,1991,1101,1028,607,San Juan,Utah
49039,17132,693,1079,4748,5331,2062,2212,1007,Sanpete,Utah
49041,13040,281,1032,4320,3757,1424,1420,806,Sevier,Utah
49043,26844,693,688,4029,4989,1596,9112,5737,Summit,Utah
49045,37488,865,2521,11348,10397,3744,6170,2443,Tooele,Utah
49047,20889,621,2275,7345,6168,1400,2252,828,Uintah,Utah
49049,289433,5796,11078,47202,78056,31216,79870,36215,Utah,Utah
49051,18131,321,574,3706,4658,1508,5110,2254,Wasatch,Utah
49053,102484,2654,5000,23856,29630,12907,17376,11061,Washington,Utah
49055,1848,13,200,404,536,229,376,90,Wayne,Utah
49057,152599,5149,9587,44927,42844,13738,24952,11402,Weber,Utah
50001,25425,656,1153,7767,4263,2261,5579,3746,Addison,Vermont
50003,25587,475,1604,7495,4904,1964,5562,3583,Bennington,Vermont
50005,21647,536,1426,7805,4078,1723,3694,2385,Caledonia,Vermont
50007,106268,2280,4005,20373,16866,8862,31631,22251,Chittenden,Vermont
50009,4716,254,415,2145,690,475,441,296,Essex,Vermont
50011,34079,1281,1869,13006,6332,3510,5409,2672,Franklin,Vermont
50013,5220,53,245,1465,858,551,1154,894,Grand Isle,Vermont
50015,17651,347,954,4437,3469,1855,3999,2590,Lamoille,Vermont
50017,21113,516,1215,7489,3811,1928,3392,2762,Orange,Vermont
50019,19698,776,1676,7546,3822,1617,2581,1680,Orleans,Vermont
50021,42983,1059,2249,15078,8017,3549,8259,4772,Rutland,Vermont
50023,41815,671,2070,11410,6854,3471,9782,7557,Washington,Vermont
50025,31820,560,1541,9616,5597,2218,6950,5338,Windham,Vermont
50027,41673,723,2098,12540,7636,3529,8601,6546,Windsor,Vermont
51001,23595,1494,2925,9155,3918,1727,2619,1757,Accomack,Virginia
51003,71888,2567,3633,11913,11279,4009,19727,18760,Albemarle,Virginia
51005,11276,505,1121,4507,2290,1117,1172,564,Alleghany,Virginia
51007,9030,619,868,3536,1865,706,873,563,Amelia,Virginia
51009,22594,1157,2191,8062,4627,2215,2920,1422,Amherst,Virginia
51011,11089,608,1150,3824,2312,1003,1320,872,Appomattox,Virginia
51013,172489,6704,3554,14027,13764,5830,60173,68437,Arlington,Virginia
51015,54368,2190,4653,20757,9939,4033,8209,4587,Augusta,Virginia
51017,3380,154,280,1395,878,169,387,117,Bath,Virginia
51019,56369,1777,3958,17665,11746,4956,9901,6366,Bedford,Virginia
51021,4968,183,238,1980,1175,527,642,223,Bland,Virginia
51023,24252,847,937,7829,4948,2726,4313,2652,Botetourt,Virginia
51025,12264,687,1888,4600,2631,702,1089,667,Brunswick,Virginia
51027,16652,2230,2716,6017,2904,1025,1108,652,Buchanan,Virginia
51029,12549,1186,1582,5499,2110,755,884,533,Buckingham,Virginia
51031,39725,1973,3597,12528,9508,3173,5941,3005,Campbell,Virginia
51033,20492,869,2078,7675,4291,1466,2966,1147,Caroline,Virginia
51035,22142,1771,2482,8033,4575,2374,2177,730,Carroll,Virginia
51036,5422,265,897,2099,1098,343,455,265,Charles City,Virginia
51037,8496,577,789,3705,1670,885,612,258,Charlotte,Virginia
51041,227148,7638,10407,53125,46913,18536,56635,33894,Chesterfield,Virginia
51043,10203,491,665,2953,1936,877,1669,1612,Clarke,Virginia
51045,3912,194,99,1686,768,443,551,171,Craig,Virginia
51047,33695,1905,3066,10172,7554,2666,5113,3219,Culpeper,Virginia
51049,6963,483,839,2433,1476,516,658,558,Cumberland,Virginia
51051,10948,1278,1402,4066,2139,972,696,395,Dickenson,Virginia
51053,20176,1027,2274,7551,4033,1823,2234,1234,Dinwiddie,Virginia
51057,7815,352,994,2945,1841,392,941,350,Essex,Virginia
51059,777876,34581,26597,99667,99514,42205,240151,235161,Fairfax,Virginia
51061,47526,1436,2262,12716,10038,4008,10761,6305,Fauquier,Virginia
51063,11510,682,984,3852,2316,1114,1521,1041,Floyd,Virginia
51065,19122,469,1245,4610,4640,1561,3637,2960,Fluvanna,Virginia
51067,40771,1892,3419,14203,8923,3962,5082,3290,Franklin,Virginia
51069,58549,2581,4073,19089,11288,5086,9665,6767,Frederick,Virginia
51071,12135,604,828,4546,2969,980,1360,848,Giles,Virginia
51073,26934,876,2062,8942,6385,2517,3599,2553,Gloucester,Virginia
51075,16837,615,920,4324,3035,1345,4222,2376,Goochland,Virginia
51077,11981,825,1320,4745,2392,1204,1130,365,Grayson,Virginia
51079,13495,863,971,4145,2874,897,1971,1774,Greene,Virginia
51081,8821,680,1433,3625,1787,503,509,284,Greensville,Virginia
51083,24981,1649,2865,9235,5083,2176,2543,1430,Halifax,Virginia
51085,71859,1406,3577,18366,14617,5735,18675,9483,Hanover,Virginia
51087,224714,7257,11946,48836,44516,15668,59255,37236,Henrico,Virginia
51089,37847,3209,4806,12967,7773,4253,3149,1690,Henry,Virginia
51091,1869,123,122,668,437,88,252,179,Highland,Virginia
51093,26162,1069,2213,7060,5823,2632,4232,3133,Isle of Wight,Virginia
51095,53559,845,1829,9991,9951,4379,14465,12099,James City,Virginia
51097,5193,262,464,2055,993,392,671,356,King and Queen,Virginia
51099,17084,396,713,4783,3810,1467,3729,2186,King George,Virginia
51101,11398,427,733,4113,2631,1165,1650,679,King William,Virginia
51103,8573,393,559,2603,1834,537,1384,1263,Lancaster,Virginia
51105,17974,1836,2534,6086,4196,1281,1477,564,Lee,Virginia
51107,246287,8700,7275,30489,35116,14987,86622,63098,Loudoun,Virginia
51109,25700,1495,2575,8714,4986,1904,3767,2259,Louisa,Virginia
51111,9030,682,1341,3591,1873,590,709,244,Lunenburg,Virginia
51113,9461,502,728,3398,1945,603,1457,828,Madison,Virginia
51115,6846,214,429,2189,1662,437,1221,694,Mathews,Virginia
51117,22774,2039,2380,7246,5081,1848,2860,1320,Mecklenburg,Virginia
51119,8239,355,799,2655,1948,685,1104,693,Middlesex,Virginia
51121,55516,1266,2895,12352,9745,3844,12275,13139,Montgomery,Virginia
51125,11212,618,996,3529,1823,650,1918,1678,Nelson,Virginia
51127,15203,203,896,5023,3630,1135,2673,1643,New Kent,Virginia
51131,8757,495,1064,3144,1593,573,1180,708,Northampton,Virginia
51133,9807,212,708,3176,2124,793,1704,1090,Northumberland,Virginia
51135,11006,966,1433,4176,2320,710,929,472,Nottoway,Virginia
51137,25025,833,2071,8726,5578,1747,3666,2404,Orange,Virginia
51139,17307,1156,2067,7659,3175,842,1566,842,Page,Virginia
51141,13540,981,1813,4725,2808,1333,1143,737,Patrick,Virginia
51143,45213,2839,5282,15953,10719,4121,4169,2130,Pittsylvania,Virginia
51145,21108,593,1466,6399,4870,1695,4351,1734,Powhatan,Virginia
51147,12866,807,908,4207,2634,690,1804,1816,Prince Edward,Virginia
51149,26310,786,1856,8581,6305,2468,4279,2035,Prince George,Virginia
51153,291144,17481,15944,60278,57662,22953,69487,47339,Prince William,Virginia
51155,25549,1341,2179,8348,5526,3186,3192,1777,Pulaski,Virginia
51157,5512,314,295,1583,1130,377,1050,763,Rappahannock,Virginia
51159,6697,416,763,2600,1358,511,665,384,Richmond,Virginia
51161,67172,2070,3167,17130,13732,7712,15109,8252,Roanoke,Virginia
51163,16927,740,1550,5673,3245,1236,2575,1908,Rockbridge,Virginia
51165,54319,3882,5078,18901,8757,3641,8348,5712,Rockingham,Virginia
51167,20190,2324,1850,7283,4004,1997,1946,786,Russell,Virginia
51169,16441,1302,1796,6115,3560,1305,1574,789,Scott,Virginia
51171,30765,1514,2527,11694,6513,2340,4154,2023,Shenandoah,Virginia
51173,22669,1545,2286,8583,4875,2132,1987,1261,Smyth,Virginia
51175,13183,727,1385,4005,3536,1180,1581,769,Southampton,Virginia
51177,87020,2916,5639,25750,18907,6397,16629,10782,Spotsylvania,Virginia
51179,91806,1846,3969,20648,20967,7819,21350,15207,Stafford,Virginia
51181,4849,263,398,1694,1247,393,546,308,Surry,Virginia
51183,8612,757,1319,3576,1412,466,682,400,Sussex,Virginia
51185,30719,2639,3144,11151,5931,3157,3057,1640,Tazewell,Virginia
